100,0.3,0,1,100,11.924
101,0.3,0,1,100,12.49
101,0.1,0.1,1,105,7.6123
61,0.1,0.1,0.1,50,11.498
61,0.1,0.1,0.1,50,11.498
100,0.3,0,1,100,11.924
101,0.3,0,9,100,35.405
101,0.1,0.1,1,88,21.4
61,0.3,0.1,0.1,50,11.523
61,0.7,0.1,0.1,50,12.621
